"Iteration","C_L Monitor: C_L Monitor"
405.0,0.0015375652561287296
406.0,0.0015376222867805236
407.0,0.0015376670389575366
408.0,0.0015377225161899506
409.0,0.0015377701836283906
410.0,0.0015378195221852652
411.0,0.0015378615927930397
412.0,0.0015379068128065386
413.0,0.0015379380558632337
414.0,0.001537971234955394
415.0,0.0015379962095714305
416.0,0.0015380198641288068
417.0,0.0015380322200652156
418.0,0.0015380420475815768
419.0,0.001538050278462858
420.0,0.001538055638932899
421.0,0.0015380505330412234
422.0,0.0015380510122469597
423.0,0.0015380441562708835
424.0,0.0015380424187388798
425.0,0.0015380351162280496
426.0,0.0015380289981600048
427.0,0.0015380220509663039
428.0,0.001538017718075142
429.0,0.0015380075572394968
430.0,0.0015380096291975984
431.0,0.0015380046848991998
432.0,0.0015380063458391852
433.0,0.0015379970320092671
434.0,0.0015379990820541928
435.0,0.0015379885939344477
436.0,0.0015379872069201355
437.0,0.0015379818788630538
438.0,0.0015379764851770994
439.0,0.001537959386188095
440.0,0.0015379645646794616
441.0,0.001537957120070017
442.0,0.0015379542859440068
443.0,0.0015379416888939839
444.0,0.001537942293887966
445.0,0.0015379304191431775
446.0,0.001537936796216395
447.0,0.0015379292882021043
448.0,0.0015379373373670701
449.0,0.0015379332311608567
450.0,0.0015379432451073536
451.0,0.0015379429797855847
452.0,0.001537952904063609
453.0,0.0015379551445171616
454.0,0.0015379661614809863
455.0,0.0015379682200689095
456.0,0.0015379798718378947
457.0,0.001537985994704586
458.0,0.0015379993975109133
459.0,0.0015380041815931348
460.0,0.001538017378927641
461.0,0.0015380228363714988
462.0,0.0015380367507353586
463.0,0.0015380440086668523
464.0,0.001538060143681357
465.0,0.001538068337814152
466.0,0.0015380860225549559
467.0,0.0015380937957755576
468.0,0.0015381094278879351
469.0,0.0015381223426933943
470.0,0.0015381382712741525
471.0,0.0015381522174141365
472.0,0.0015381697373999025
473.0,0.0015381836275209116
474.0,0.0015382018333313203
475.0,0.0015382155552236007
476.0,0.0015382334775819303
477.0,0.0015382457939711544
478.0,0.0015382647269326323
479.0,0.0015382760514479608
480.0,0.0015382970424545662
481.0,0.0015383097848417741
482.0,0.0015383279142066096
483.0,0.0015383414475514923
484.0,0.0015383587875934896
485.0,0.0015383717554178203
486.0,0.001538384735737752
487.0,0.0015383984967610636
488.0,0.0015384155118179307
489.0,0.0015384304295137702
490.0,0.0015384466458282235
491.0,0.0015384586747519589
492.0,0.0015384799154451144
493.0,0.0015384861365821364
494.0,0.0015385001686748583
495.0,0.0015385092229247348
496.0,0.0015385325113153531
497.0,0.0015385373859160042
498.0,0.0015385505071629701
499.0,0.0015385611867416488
500.0,0.001538576991405911
501.0,0.0015385884693345088
502.0,0.0015386004166769113
503.0,0.0015386060983711197
504.0,0.0015386209731050341
505.0,0.0015386245158899236
506.0,0.0015386407578643758
507.0,0.001538647108094443
508.0,0.0015386602305875062
509.0,0.0015386630357744119
510.0,0.0015386765921496192
511.0,0.0015386790508182561
512.0,0.0015386926472248713
513.0,0.0015386935226494383
514.0,0.001538710677546779
515.0,0.0015387117979681851
516.0,0.001538725520356464
517.0,0.0015387240005579532
518.0,0.0015387349844909889
519.0,0.0015387379537315517
520.0,0.001538748263259879
521.0,0.0015387504621272388
522.0,0.0015387606836207803
523.0,0.001538762505359713
524.0,0.0015387727098367054
525.0,0.0015387719857255107
526.0,0.0015387816528360564
527.0,0.0015387804871553744
528.0,0.0015387911760565475
529.0,0.0015387906598443293
530.0,0.0015388003057173454
531.0,0.0015387995866674058
532.0,0.001538808979833538
533.0,0.001538807726323937
534.0,0.0015388167806424085
535.0,0.0015388163959879622
536.0,0.0015388261488416223
537.0,0.0015388249930120322
538.0,0.0015388308221232405
539.0,0.001538832233145553
540.0,0.0015388385280644837
541.0,0.001538838649123176
542.0,0.001538844742225013
543.0,0.0015388426455062657
544.0,0.0015388513514114788
545.0,0.001538850396157138
546.0,0.001538858584614832
547.0,0.0015388559557297573
548.0,0.001538865528549848
549.0,0.00153886235656549
550.0,0.0015388696723668271
551.0,0.0015388659041923702
552.0,0.0015388757362502245
553.0,0.0015388740801312842
554.0,0.0015388813352344554
555.0,0.001538877784882371
556.0,0.0015388851398372193
557.0,0.0015388805901232353
558.0,0.0015388894833779044
559.0,0.0015388870570493055
560.0,0.0015388967472852713
561.0,0.0015388929830658286
562.0,0.0015389019896712985
563.0,0.0015388966027542396
564.0,0.0015389054027811024
565.0,0.001538903205292448
566.0,0.001538908659220496
567.0,0.0015389048856095438
568.0,0.0015389097261695635
569.0,0.0015389082815891835
570.0,0.0015389180535743516
571.0,0.0015389155490163997
572.0,0.001538924018051375
573.0,0.0015389190969376171
574.0,0.0015389266420508486
575.0,0.0015389247995803072
576.0,0.0015389273232082677
577.0,0.0015389240213414478
578.0,0.0015389297041954006
579.0,0.0015389297568104228
580.0,0.0015389399054198828
581.0,0.0015389380558514878
582.0,0.001538941563333719
583.0,0.0015389401258854949
584.0,0.0015389443297653613
585.0,0.001538943497564882
586.0,0.001538948323809824
587.0,0.0015389477377995722
588.0,0.001538955834909817
589.0,0.0015389537221037312
590.0,0.001538957115151582
591.0,0.0015389540100682793
592.0,0.0015389575898130242
593.0,0.0015389571405965829
594.0,0.0015389631331987183
595.0,0.001538962710791463
596.0,0.0015389676883738044
597.0,0.001538966579541131
598.0,0.0015389713010734566
599.0,0.0015389688624404111
600.0,0.0015389719810503287
601.0,0.0015389682961420485
602.0,0.0015389731826515511
603.0,0.001538973472200028
604.0,0.0015389783308034932
605.0,0.0015389784167946052
606.0,0.001538982409641986
607.0,0.0015389800358885227
608.0,0.001538984196489009
609.0,0.0015389834010310491
610.0,0.0015389889662942317
611.0,0.0015389866515447747
612.0,0.0015389905326648131
613.0,0.0015389876057768127
614.0,0.0015389892185579401
615.0,0.0015389878685833321
616.0,0.0015389924928040318
617.0,0.0015389900427624013
618.0,0.0015389936484257124
619.0,0.001538992725932392
620.0,0.0015389970904240995
621.0,0.0015389952860846144
622.0,0.0015389992664660795
623.0,0.0015389971264529057
624.0,0.0015390006973204488
625.0,0.0015389999072841283
626.0,0.0015390046699586754
627.0,0.0015390027835428316
628.0,0.001539005626258599
629.0,0.001539003797568207
630.0,0.001539006327864381
631.0,0.0015390039210140779
632.0,0.0015390071876466055
633.0,0.0015390064924073645
634.0,0.001539011036911012
635.0,0.001539009033487465
636.0,0.0015390137411445766
637.0,0.001539012203494603
638.0,0.001539014727277641
639.0,0.0015390119792380186
640.0,0.0015390135012905894
641.0,0.0015390109533841042
642.0,0.0015390155545167636
643.0,0.0015390154249697238
644.0,0.0015390184819924762
645.0,0.0015390155445176917
646.0,0.0015390180644572792
647.0,0.0015390152616418546
648.0,0.001539019489842366
649.0,0.001539018108440477
650.0,0.001539022759107336
651.0,0.001539020330689623
652.0,0.0015390232666543176
653.0,0.0015390210835328213
654.0,0.0015390232341490992
655.0,0.001539020062726987
656.0,0.0015390237960026497
657.0,0.0015390221943297568
658.0,0.0015390243724876945
659.0,0.0015390227103002053
660.0,0.001539027188249399
661.0,0.0015390263862690642
662.0,0.0015390286679149608
663.0,0.0015390252859206193
664.0,0.0015390291786616594
665.0,0.001539026573100495
666.0,0.0015390298872506058
667.0,0.0015390276763181255
668.0,0.0015390309674999385
669.0,0.0015390275879929415
670.0,0.0015390304390903746
671.0,0.001539028430052983
672.0,0.0015390307967264193
673.0,0.0015390291317130547
674.0,0.0015390335645210547
675.0,0.0015390317824100406
676.0,0.0015390344812019978
677.0,0.0015390321356576764
678.0,0.001539033903158831
679.0,0.0015390305275537067
680.0,0.0015390359160175966
681.0,0.0015390350446052017
682.0,0.001539038021150521
683.0,0.0015390347529051249
684.0,0.001539035425751215
685.0,0.0015390336675252594
686.0,0.001539036038279906
687.0,0.0015390331150823297
688.0,0.0015390366551079177
689.0,0.0015390352579865835
690.0,0.0015390395234956605
691.0,0.0015390375584073304
692.0,0.0015390409663924775
693.0,0.001539037486299547
694.0,0.0015390398731198493
695.0,0.0015390373035690816
696.0,0.0015390401668375563
697.0,0.001539035563990213
698.0,0.0015390385305050127
699.0,0.001539036071633632
700.0,0.001539040386920383
701.0,0.0015390375514781288
702.0,0.0015390404425401068
703.0,0.0015390391977119734
704.0,0.001539043512467353
705.0,0.0015390407196833598
706.0,0.001539043196394759
707.0,0.0015390406447100848
708.0,0.0015390445794647481
709.0,0.0015390416114967108
710.0,0.0015390440073628595
711.0,0.001539039797866552
712.0,0.0015390426443086039
713.0,0.001539039193217008
714.0,0.0015390431008659243
715.0,0.00153904043581453
716.0,0.0015390453096834763
717.0,0.0015390417804431336
718.0,0.0015390445177409088
719.0,0.0015390414616735233
720.0,0.0015390446840505968
721.0,0.0015390430282520766
722.0,0.0015390470196446377
723.0,0.001539043592942673
724.0,0.0015390469378717083
725.0,0.0015390445489725018
726.0,0.001539048231537489
727.0,0.0015390446593120707
728.0,0.001539048137792501
729.0,0.0015390449746592511
730.0,0.0015390465712482742
731.0,0.0015390443448797457
732.0,0.0015390479199491713
733.0,0.0015390461281764342
734.0,0.0015390487193489705
735.0,0.0015390467027535438
736.0,0.0015390495557914422
737.0,0.001539046878135646
738.0,0.001539049627112726
739.0,0.001539047910510886
740.0,0.0015390508893047103
741.0,0.0015390474646312796
742.0,0.001539050751847815
743.0,0.0015390477505657452
744.0,0.0015390498289931864
745.0,0.0015390475184673227
746.0,0.001539051134330288
747.0,0.001539049117179171
748.0,0.001539052075417352
749.0,0.0015390479069141787
750.0,0.0015390517699193907
751.0,0.0015390485541899996
752.0,0.0015390499496121491
753.0,0.0015390487199706364
754.0,0.001539052132464942
755.0,0.0015390479414208384
756.0,0.0015390509461192558
757.0,0.0015390495483486217
758.0,0.001539052397668642
759.0,0.0015390476157452618
760.0,0.0015390504498982661
761.0,0.0015390497356361917
762.0,0.0015390532255445764
763.0,0.0015390503078733936
764.0,0.001539052849127198
765.0,0.0015390499594145081
766.0,0.0015390514340270108
767.0,0.0015390487702096542
768.0,0.0015390525400540988
769.0,0.0015390512006753137
770.0,0.0015390520452242156
771.0,0.0015390497545859096
772.0,0.001539053789159996
773.0,0.0015390519160374747
774.0,0.0015390546098520289
775.0,0.0015390522006490167
776.0,0.0015390545278799138
777.0,0.001539050574898521
778.0,0.0015390537341848684
779.0,0.0015390519363661555
780.0,0.0015390543819960635
781.0,0.0015390514323003178
782.0,0.0015390549092625001
783.0,0.0015390517088793622
784.0,0.001539053929832991
785.0,0.0015390508907795605
786.0,0.001539054397721525
787.0,0.0015390527349539288
788.0,0.0015390549421389346
789.0,0.0015390519885821736
790.0,0.0015390567233056639
791.0,0.001539053094615605
792.0,0.0015390558627739054
793.0,0.0015390522585141213
794.0,0.0015390558879505463
795.0,0.0015390511994150154
796.0,0.001539053424899131
797.0,0.0015390519803344992
798.0,0.001539054788565733
799.0,0.0015390519111321177
800.0,0.001539055184495762
801.0,0.001539052792139823
802.0,0.0015390561819044757
803.0,0.0015390531302203923
804.0,0.0015390573139871194
805.0,0.0015390540835868419
806.0,0.001539056310473412
807.0,0.0015390520672917472
808.0,0.001539055249160096
809.0,0.0015390516831514192
810.0,0.0015390560651191109
811.0,0.0015390540566243692
812.0,0.0015390571483973447
813.0,0.0015390535673837637
814.0,0.0015390564432674204
815.0,0.0015390529602316713
816.0,0.001539056243300157
817.0,0.0015390534846853948
818.0,0.0015390584483351685
819.0,0.001539055527936477
820.0,0.001539058091262316
821.0,0.0015390549649117713
822.0,0.0015390578060432078
823.0,0.0015390548527568846
824.0,0.001539057233386799
825.0,0.0015390542169617608
826.0,0.0015390583421542648
827.0,0.0015390560033240002
828.0,0.0015390579208046386
829.0,0.00153905382295701
830.0,0.0015390572800450628
831.0,0.0015390532542208359
832.0,0.0015390564033586046
833.0,0.0015390545726863252
834.0,0.0015390578384474514
835.0,0.0015390557024927837
836.0,0.0015390572017808372
837.0,0.001539054355403645
838.0,0.0015390583443295857
839.0,0.0015390557822469737
840.0,0.0015390598812616207
841.0,0.0015390565565619944
842.0,0.0015390592786500132
843.0,0.001539053517076851
844.0,0.0015390568984564959
845.0,0.0015390531032417668
846.0,0.001539057507302467
847.0,0.0015390548028870648
848.0,0.0015390598480350011
849.0,0.0015390542638913087
850.0,0.0015390581904611768
851.0,0.0015390547152566638
852.0,0.0015390586595569297
853.0,0.0015390537617771473
854.0,0.001539057987550787
855.0,0.0015390549449859833
856.0,0.0015390596030752937
857.0,0.0015390554557890353
858.0,0.0015390587025752274
859.0,0.0015390551058237882
860.0,0.0015390593570491341
861.0,0.0015390551350776996
862.0,0.001539059414746784
863.0,0.0015390555803784169
864.0,0.0015390582325905309
865.0,0.0015390532412069128
866.0,0.0015390567849419925
867.0,0.0015390549364465444
868.0,0.0015390584215055295
869.0,0.0015390556037287752
870.0,0.0015390609473023146
871.0,0.0015390571003035146
872.0,0.001539058903990118
873.0,0.0015390542582319324
874.0,0.0015390569184485802
875.0,0.001539054545441033
876.0,0.0015390575908226102
877.0,0.0015390539111627363
878.0,0.0015390581815395
879.0,0.0015390554249526181
880.0,0.0015390588533187037
881.0,0.0015390557504175026
882.0,0.001539060262354632
883.0,0.0015390554818878685
884.0,0.0015390585051878896
885.0,0.0015390542013530163
886.0,0.0015390595228966233
887.0,0.001539055568314323
888.0,0.0015390580145447585
889.0,0.0015390552234143503
890.0,0.0015390586158542006
891.0,0.001539054658468566
892.0,0.0015390582645414949
893.0,0.0015390563748413182
894.0,0.0015390603885942066
895.0,0.001539055611814627
896.0,0.0015390598375182659
897.0,0.0015390559065115586
898.0,0.0015390602394978728
899.0,0.0015390560913303582
900.0,0.0015390608876626878
901.0,0.0015390569422197415
902.0,0.0015390610101266554
903.0,0.0015390566658221776
904.0,0.001539059896416897
905.0,0.0015390551806107042
906.0,0.0015390584103145083
907.0,0.0015390555849959806
908.0,0.001539059169451467
909.0,0.001539055640735542
910.0,0.0015390597743335152
911.0,0.0015390560204177606
912.0,0.001539059145196516
913.0,0.0015390541947135935
914.0,0.0015390586056106305
915.0,0.0015390551257100534
916.0,0.001539058524318153
917.0,0.0015390560576181893
918.0,0.0015390590848554356
919.0,0.00153905492390513
920.0,0.0015390573362803071
921.0,0.001539055347018301
922.0,0.0015390593043802013
923.0,0.0015390565016946372
924.0,0.0015390600736730892
925.0,0.0015390577799593772
926.0,0.0015390608272247408
927.0,0.0015390573187271223
928.0,0.001539058871065696
929.0,0.0015390565122706983
930.0,0.0015390590236355505
931.0,0.0015390571667409268
932.0,0.001539059715395592
933.0,0.0015390569670328616
934.0,0.0015390599479215654
935.0,0.0015390569410415192
936.0,0.0015390583256384147
937.0,0.0015390548289903518
938.0,0.001539058825557769
939.0,0.0015390561949641171
940.0,0.0015390584953637407
941.0,0.001539054709636657
942.0,0.0015390576229854275
943.0,0.0015390547159005754
944.0,0.0015390575898871829
945.0,0.0015390531980325713
946.0,0.0015390566656070085
947.0,0.001539055542019382
948.0,0.0015390601597864832
949.0,0.0015390577636298286
950.0,0.001539059683173713
951.0,0.001539057405048759
952.0,0.001539059855701346
953.0,0.0015390555818801319
954.0,0.0015390576040590059
955.0,0.0015390559040490727
956.0,0.0015390591555714476
957.0,0.0015390571268038462
958.0,0.001539058910599822
959.0,0.001539057751959962
960.0,0.0015390623378731829
961.0,0.0015390591303927248
962.0,0.0015390614356507756
963.0,0.0015390564722271036
964.0,0.001539058690295719
965.0,0.0015390549908819073
966.0,0.0015390590532576303
967.0,0.0015390555524372963
968.0,0.0015390603402820372
969.0,0.0015390568170351125
970.0,0.0015390613107256778
971.0,0.0015390576043265525
972.0,0.0015390610777007287
973.0,0.001539057014943388
974.0,0.0015390594155248716
975.0,0.00153905643611236
976.0,0.001539059485572784
977.0,0.001539055505986222
978.0,0.001539058911212166
979.0,0.0015390553294735198
980.0,0.0015390591042095255
981.0,0.0015390560894144101
982.0,0.0015390612741157386
983.0,0.001539057348352495
984.0,0.0015390606724632213
985.0,0.0015390562868175754
986.0,0.0015390596464833082
987.0,0.0015390559545231282
988.0,0.001539059382477445
989.0,0.0015390554325382397
990.0,0.001539060245592293
991.0,0.0015390562794759936
992.0,0.00153906081204146
993.0,0.0015390555255226355
994.0,0.0015390578251760223
995.0,0.0015390546698471521
996.0,0.0015390585696806946
997.0,0.0015390545326064774
998.0,0.0015390588190919944
999.0,0.0015390565598007138
1000.0,0.0015390596207485398
